ASIN,Model Number,Manufacturer Name,Product Title,Price,Overall Rating,Rating Count,Review Count,Bought L Month,Product Link,Product Description
B0DLHWMPQL,MC7V4HN/A,Apple,"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Silver",94990,5.0,5,3,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTE3MDI0NTc3Mjg0MzI2OjE3NTI0NzEyNTY6c3BfYXRmX25leHQ6MzAwMzkyOTYzMzI3NTMyOjowOjo&url=%2F2022-Apple-MacBook-Laptop-chip%2Fdp%2FB0DLHWMPQL%2Fref%3Dsr_1_114_sspa%3Fdib%3DeyJ2IjoiMSJ9.A3d9HkEoCwqTthMN_C5sdGpZoJExqtqQo_83FfhbaSC4RdPYyxKF1O2Uf7y8CD9qw4GcvY7S-lsR3lHoTegGYLbHupgb3VWmtxcUMyx2I70D4czk7mSNxvx97q_8IlW45JT9LqC5ksSryUj3xfFhHhyd8ewEwqbGnCvrJ8NDkzE-O_j2nhjYtqnfTHAG0WsV-qGpo1rD6nBW0V-KOksjb_UcDGTdsP5Cnuqye7C7J6U.VC0SdowM1UlIyC5P9yydVHfELMvL9fbgJgl6_z4jaC4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1752471256%26refinements%3Dp_123%253A110955%257C241862%257C308445%257C378555%257C391242%26rnid%3D91049095031%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB,
B0DMSNR4GG,255 G9,HP,"HP 255 G9 Ryzen 3 Dual Core AMD Ryzen 3 Processor 3250U - (8 GB/512 GB SSD/AMD Radeon Graphics) 9H237PT Thin and Light Laptop (15.6 inch, Black, 1.47 kg)",23490,2.6,27,18,50+,https://www.amazon.in/HP-255-G9-Ryzen-Processor/dp/B0DMSNR4GG/ref=sr_1_147?dib=eyJ2IjoiMSJ9.b1slRx9f0ceghQdpKfWJH0OiM48tYQL7JN-itoiQMdQEOsdKIfj5IiJvQ5aLDeAn9Lg2ytcIh0cKmQ7QPAaSKn9exby_fQS55oUUhSPpX-rvWtC9vr0vETsm5NWhDJ7gnLtl7bO7k8SRbH4bju4nRydKUd-vqIuDbpnM5GvBAfYx3XCiqLn4Vx7YCoCJjZ7BAWkouy98-Oq06iTvlG1PCbbJVVWq9Y0dua6PJzl71CE.Uk1efKJ2e7ZFPgLD4jaGdb7JGo_YHLP5Fb_OTwtQ0Pc&dib_tag=se&keywords=laptop&qid=1752471753&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-147,
B0DN6DBL7Z,i5-1334U,Dell,"Dell Inspiron 5440, Intel Core i5-1334U, 13th Gen, 16GB DDR5, 1TB SSD, FHD+AG NonTouch WVA, 14""/35.56cm, Windows 11, MS Office 21, Ice Blue, 1.54KG, Backlit KB + FPR, 250 nits, McAfee 15 Month Laptop",65970,3.8,20,6,,https://www.amazon.in/Dell-Inspiron-I5-1334U-Processor-Comfortview/dp/B0DN6DBL7Z/ref=sr_1_115_mod_primary_new?dib=eyJ2IjoiMSJ9.oysJ35c8BsLFHYV3pfeq9zojpthtbN-MJACv9ZXM33EQ4aLKI7SRRS1Gsk1SsfWIwXbefKJLi13SDYX_Y4fRgXCggHPz3LQHUlyPUG79IhGMhIqZXvRpSlWFCcwiQ_jDGCEIUNS_AtIEUcy9Sm4PfcWdGpwTci0wBuTtfIa9TMwnE1ETxTSXGGnVRbxZ5zYNEZGpVWxCF4zAZ6VDAunspEuvlW6JuezNQynDWthPjO8.NhnXZOYZlyOhvM5mJ7KT4k6wOqQsONtM7aBsf3pR0BQ&dib_tag=se&keywords=laptop&qid=1752470803&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-115,"Colour: Platinum Silver, i7-1355U, 16GB + 512GB"
B0DP595V9S,14IRH8,Lenovo,"Lenovo IdeaPad Slim 3, Intel Core i5-13420H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS, 14""/35.56cm, Windows 11, MS Office 21, Grey, 1.3Kg, 83EL003PIN, Alexa Built-in Laptop",59490,4.4,14,6,,https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-35-56cm-83EL003PIN/dp/B0DP595V9S/ref=sr_1_145?dib=eyJ2IjoiMSJ9.b1slRx9f0ceghQdpKfWJH0OiM48tYQL7JN-itoiQMdQEOsdKIfj5IiJvQ5aLDeAn9Lg2ytcIh0cKmQ7QPAaSKn9exby_fQS55oUUhSPpX-rvWtC9vr0vETsm5NWhDJ7gnLtl7bO7k8SRbH4bju4nRydKUd-vqIuDbpnM5GvBAfYx3XCiqLn4Vx7YCoCJjZ7BAWkouy98-Oq06iTvlG1PCbbJVVWq9Y0dua6PJzl71CE.Uk1efKJ2e7ZFPgLD4jaGdb7JGo_YHLP5Fb_OTwtQ0Pc&dib_tag=se&keywords=laptop&qid=1752471753&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-145,
B0DP6RBVSK,15ILL9,Lenovo,"Lenovo Smartchoice Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 47 Tops, Copilot+ AI PC, 32GB RAM, 1TB SSD, 15""(38.86cm), Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, AI Laptop",147990,4.7,13,7,,https://www.amazon.in/Lenovo-Smartchoice-Copilot-38-86cm-83HM004NIN/dp/B0DP6RBVSK/ref=sr_1_99?dib=eyJ2IjoiMSJ9.oysJ35c8BsLFHYV3pfeq9zojpthtbN-MJACv9ZXM33EQ4aLKI7SRRS1Gsk1SsfWIwXbefKJLi13SDYX_Y4fRgXCggHPz3LQHUlyPUG79IhGMhIqZXvRpSlWFCcwiQ_jDGCEIUNS_AtIEUcy9Sm4PfcWdGpwTci0wBuTtfIa9TMwnE1ETxTSXGGnVRbxZ5zYNEZGpVWxCF4zAZ6VDAunspEuvlW6JuezNQynDWthPjO8.NhnXZOYZlyOhvM5mJ7KT4k6wOqQsONtM7aBsf3pR0BQ&dib_tag=se&keywords=laptop&qid=1752470803&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-99,Colour: 2024 Aura | Ultra 7 258V
B0DP7BZ8FD,14IAH8,Lenovo,"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0072IN, Alexa Built-in, 3 mon. Game Pass Laptop",47390,3.9,609,165,1K+,https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN/dp/B0DP7BZ8FD/ref=sr_1_3?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-3,Colour: 12th Gen i5 | 16GB | 512GB SSD
B0DP9TGR7D,16IRX9,Lenovo,"Lenovo Legion Pro 5 14th Gen Core i9-14900HX | NVIDIA RTX 4070 8GB (32GB RAM/1TB SSD/240Hz/Windows 11/16"" (40.6cm)/3 Month Game Pass/Grey/2.5Kg), 83DF00BGIN AI Powered Gaming Laptop",189990,3.5,3,3,,https://www.amazon.in/Lenovo-i9-14900HX-Windows-83DF00BGIN-Powered/dp/B0DP9TGR7D/ref=sr_1_67?dib=eyJ2IjoiMSJ9.JykSzEcWMAxQd-r54cVSPqXJvdluj0UsvPn0lH9rd3F-Ql9hy3ckKPEeXrPZCvNeZKEMmDrU-U8-wgSmhM58IEvS_J6ieMTm4R7vcSlIrsYNklhJ3N6LNHomNmp8BqZtSJTort53z9cbTjKNGe1IzQ77kW5jmG2Y7wso7nrk8SuzOjYUHLM-kEqY37_SkuSoK9BEg5k5BaVtfOzVeK_5vZH2JkvmFf3UPuPEXVtG7bY.0DD-H76h_eZ_aNS5kW4Iy9AoHNT7RgbfkoxnzU5_oZ8&dib_tag=se&keywords=laptop&qid=1752469299&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-67,
B0DPM9RD1H,Core Ultra 9 185H,Dell,"Dell Alienware x16, Intel Core Ultra 9-185H, NVIDIA RTX 4080-12GB, 32 GB RAM, 1 TB SSD, QHD+ 16""/40.64 cm, 240Hz, Windows 11, MS Office 2021, Lunar Silver, 2.72 kg AI Gaming Laptop",389410,3.8,4,4,,https://www.amazon.in/Dell-Alienware-Enabled-Processor-40-64cm/dp/B0DPM9RD1H/ref=sr_1_162?dib=eyJ2IjoiMSJ9.rktwdNeRNfGeZv66RZd18IZnUlsbX6oFtvP6qFnQYEMbnBtcSe9ci0rw111LXk75Algh2eKNKCrY2_K0pgd_krZWi6ZWddsWZAYNyB-RebCsrWtBbG6DIDcpB2ZU1NSuRzvD4VIFR6WhvYYVsVPvgYkbHr4_RT0wYYIjftF2qVNf3pmuKcueoV5Np6LOXWGf7s4JxdJWe33mFA3H8mRcjek9PeKcs_ARcBmXakcamSA.X4_ng4xUzssJT0Wd_L0NM7Pyy5KSLmjRKeMydbAXu4w&dib_tag=se&keywords=laptop&qid=1752472188&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-162,
B0DPQG53ZR,15ARP9,Lenovo,"Lenovo Smartchoice LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 3050 6GB (24GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83JC00EFIN Gaming Laptop",65490,4.1,102,56,300+,https://www.amazon.in/Lenovo-Smartchoice-7235HS-Windows-83JC00EFIN/dp/B0DPQG53ZR/ref=sr_1_186?dib=eyJ2IjoiMSJ9.WtpsWxwMq7xJR7BSFSkndcMi6ORzbolWY3fmWDKWQpwgrUhVLExjz3pYW0eXwoD44KRXi8qcDFZBl--P-7JXefrCGUHBzgFnVE39lWbpDhvpf5LI_2gKhJZmlKQwOFeSAoA2vYjgphnXqlb4__HtV-4U-kh9DL8R_rCmJhL9u4G4AQ1j9U2xpp_iYImKKThplk5Ln6FtMF2age-asr8nqbUIolcsqeg9dSlbi-n8SzM.gskHHY5avOofeUWxjvhIsEUS_K2nviuRTrskzBFO9Wk&dib_tag=se&keywords=laptop&qid=1752473092&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-186,Style Name: LOQ R5 7235HS | 24GB | RTX 3050
B0DPQJNQJ6,15IRX9,Lenovo,"Lenovo LOQ 2024 13th Gen Core i7-13650HX | NVIDIA RTX 4060 8GB (24GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83DV00X8IN Gaming Laptop",100490,3.4,56,20,100+,https://www.amazon.in/Lenovo-i7-13650HX-NVIDIA-Windows-83DV00X8IN/dp/B0DPQJNQJ6/ref=sr_1_117?dib=eyJ2IjoiMSJ9.A3d9HkEoCwqTthMN_C5sdGpZoJExqtqQo_83FfhbaSC4RdPYyxKF1O2Uf7y8CD9qw4GcvY7S-lsR3lHoTegGYLbHupgb3VWmtxcUMyx2I70D4czk7mSNxvx97q_8IlW45JT9LqC5ksSryUj3xfFhHhyd8ewEwqbGnCvrJ8NDkzE-O_j2nhjYtqnfTHAG0WsV-qGpo1rD6nBW0V-KOksjb_UcDGTdsP5Cnuqye7C7J6U.VC0SdowM1UlIyC5P9yydVHfELMvL9fbgJgl6_z4jaC4&dib_tag=se&keywords=laptop&qid=1752471256&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-117,Style Name: Intel Core i7-13650HX | RTX 4060
B0DPQJZ3JR,15ARP9,Lenovo,"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EHIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",90990,4.3,86,33,200+,https://www.amazon.in/Lenovo-7435HS-4060-8GB-Windows-83JC00EHIN/dp/B0DPQJZ3JR/ref=sr_1_110?dib=eyJ2IjoiMSJ9.oysJ35c8BsLFHYV3pfeq9zojpthtbN-MJACv9ZXM33EQ4aLKI7SRRS1Gsk1SsfWIwXbefKJLi13SDYX_Y4fRgXCggHPz3LQHUlyPUG79IhGMhIqZXvRpSlWFCcwiQ_jDGCEIUNS_AtIEUcy9Sm4PfcWdGpwTci0wBuTtfIa9TMwnE1ETxTSXGGnVRbxZ5zYNEZGpVWxCF4zAZ6VDAunspEuvlW6JuezNQynDWthPjO8.NhnXZOYZlyOhvM5mJ7KT4k6wOqQsONtM7aBsf3pR0BQ&dib_tag=se&keywords=laptop&qid=1752470803&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-110,Colour: RTX 4060 | Office 2024
B0DPT19FZD,255 G10,HP,"HP 255 G10 AMD Ryzen 3 Quad Core 7320U - (8 GB DDR4/512 GB SSD/AMD Radeon Graphics),15.6 inch, Silver",26874,2.5,23,19,,https://www.amazon.in/HP-255-G10-Ryzen-7320U/dp/B0DPT19FZD/ref=sr_1_266?dib=eyJ2IjoiMSJ9.2igtx3cqcd5gUc-NfZX3Hx6hayfw3MfoC3Tj8OFGCcx7S7iFAcpTC6_BTIVDT7-qulQkahmW_rbOslxm-mJppLTxReEuC6maQv7XxAPJ6MWcczJ7BGveS8hPzD1Axd0J7IIAaFufNi0B8IJs0fXoUs1Z2bCpVy1tcm2_WjzNBZfs1gMQ0nOOt5L8wRmaJNd8to9zdxA3AwVe7b49e_GA6E6ah2OYvYgLtCWvrIHddTY.pmG9sh2m4cjaeUAhJCK1On0znber514KeyZ0lOwbFgE&dib_tag=se&keywords=laptop&qid=1752475341&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-266,
B0DPX6HWM3,14ASP9,Lenovo,"Lenovo Yoga AMD Pro 7 Ryzen AI 9 365 (32GB RAM/1TB SSD/Copilot+PC/14.5""(36.8cm)/2.8K WQXGA+OLED/120Hz/Windows11/Office Home 2024/Grey/1.54Kg), 83HN0027IN AI Laptop",129990,4.2,2,2,,https://www.amazon.in/Lenovo-Copilot-36-8cm-Windows11-83HN0027IN/dp/B0DPX6HWM3/ref=sr_1_55?dib=eyJ2IjoiMSJ9.JykSzEcWMAxQd-r54cVSPqXJvdluj0UsvPn0lH9rd3F-Ql9hy3ckKPEeXrPZCvNeZKEMmDrU-U8-wgSmhM58IEvS_J6ieMTm4R7vcSlIrsYNklhJ3N6LNHomNmp8BqZtSJTort53z9cbTjKNGe1IzQ77kW5jmG2Y7wso7nrk8SuzOjYUHLM-kEqY37_SkuSoK9BEg5k5BaVtfOzVeK_5vZH2JkvmFf3UPuPEXVtG7bY.0DD-H76h_eZ_aNS5kW4Iy9AoHNT7RgbfkoxnzU5_oZ8&dib_tag=se&keywords=laptop&qid=1752469299&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-55,
B0DR96PF63,15IAH8,Lenovo,"Lenovo IdeaPad Slim 3 12th Gen Intel® Core™ i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB/512GB SSD/Windows 11/Office 2024/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 83ER00KPIN",48990,3.9,261,51,100+,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4Nzg2NzY0NDg0MzkxMTkzOjE3NTI0NzUzNDE6c3BfYnRmOjMwMDQ2MzY4MjExMTMzMjo6MDo6&url=%2FLenovo-IdeaPad-i5-12450H-Windows-83ER00KPIN%2Fdp%2FB0DR96PF63%2Fref%3Dsr_1_278_sspa%3Fdib%3DeyJ2IjoiMSJ9.2igtx3cqcd5gUc-NfZX3Hx6hayfw3MfoC3Tj8OFGCcx7S7iFAcpTC6_BTIVDT7-qulQkahmW_rbOslxm-mJppLTxReEuC6maQv7XxAPJ6MWcczJ7BGveS8hPzD1Axd0J7IIAaFufNi0B8IJs0fXoUs1Z2bCpVy1tcm2_WjzNBZfs1gMQ0nOOt5L8wRmaJNd8to9zdxA3AwVe7b49e_GA6E6ah2OYvYgLtCWvrIHddTY.pmG9sh2m4cjaeUAhJCK1On0znber514KeyZ0lOwbFgE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1752475341%26refinements%3Dp_123%253A110955%257C241862%257C308445%257C378555%257C391242%26rnid%3D91049095031%26sr%3D8-278-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,"Colour: i5-11th Gen | 15.6"""
B0DRCTY5JH,15IGL7,Lenovo,"Lenovo IdeaPad Slim 1 Intel® Celeron® N4020 15.6 inch (39.6cm) Thin & Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home & Student 2021/1Yr ADP Free/Grey/1.3Kg), 82V700KHIN",25500,3.6,320,74,,https://www.amazon.in/Lenovo-IdeaPad-Celeron%C2%AE-Windows-82V700KHIN/dp/B0DRCTY5JH/ref=sr_1_61?dib=eyJ2IjoiMSJ9.JykSzEcWMAxQd-r54cVSPqXJvdluj0UsvPn0lH9rd3F-Ql9hy3ckKPEeXrPZCvNeZKEMmDrU-U8-wgSmhM58IEvS_J6ieMTm4R7vcSlIrsYNklhJ3N6LNHomNmp8BqZtSJTort53z9cbTjKNGe1IzQ77kW5jmG2Y7wso7nrk8SuzOjYUHLM-kEqY37_SkuSoK9BEg5k5BaVtfOzVeK_5vZH2JkvmFf3UPuPEXVtG7bY.0DD-H76h_eZ_aNS5kW4Iy9AoHNT7RgbfkoxnzU5_oZ8&dib_tag=se&keywords=laptop&qid=1752469299&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-61,"Size: 14"" | Intel Celeron"
B0DSFP9FCS,i7-1355U,Dell,"Dell Inspiron 15-3530 Laptop - 15.6 inch FHD, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 11 Home, Platinum Silver, 1.62 Kg, 1 Year Onsite Hardware Service",67990,3.9,36,10,200+,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTEzOTE4NjkxODk1NzYyOjE3NTI0NzU4NDk6c3BfYnRmOjMwMDQ4NTE4NzkzMTYzMjo6MDo6&url=%2FDell-Inspiron-15-3530-Laptop-i7-1355U%2Fdp%2FB0DSFP9FCS%2Fref%3Dsr_1_294_sspa%3Fdib%3DeyJ2IjoiMSJ9.HO-BO5jjR6-JGq6dpMdXXMt6ah49TC4IjoepC51knrLeMLAVbs2VWx1AxlSPt8zNSl1CtBih5yRzjdDw7L9o7uyD7zTNEyaZ9kk4FH-7JdV-WjRVVDhWD1Hm3WR_djNUSstSAwDKGZwBuZzejuE5FkjkLWKyX8y8xxZXYbAEPE4_zpPxdYyUmWN77bR-2wIxD_9nwaoWu4h1CzdRwRaKNCeYbf8Db94MZOLRFWoBUmE.ggxNfjP1HXuoR_nQkhBQo2KS50pXNlJFCQLEZh9h45I%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1752475849%26refinements%3Dp_123%253A110955%257C241862%257C308445%257C378555%257C391242%26rnid%3D91049095031%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,Colour: Silver
B0DTJ3PX6T,B83U0PA,HP,"HP Victus, AMD Ryzen 9-8945HS, 8GB RTX 4060, Upgrade (Upto 32GB) 16GB RAM, 1TB SSD, 144Hz, 300nits, IPS, 15.6""/39.6cm, FHD, Win11, M365* Office 24, Blue, 2.29Kg, Backlit, fb3025AX, AI Gaming Laptop",99990,3.0,10,7,200+,https://www.amazon.in/HP-9-8945HS-Upgrade-300nits-fb3025AX/dp/B0DTJ3PX6T/ref=sr_1_114?dib=eyJ2IjoiMSJ9.oysJ35c8BsLFHYV3pfeq9zojpthtbN-MJACv9ZXM33EQ4aLKI7SRRS1Gsk1SsfWIwXbefKJLi13SDYX_Y4fRgXCggHPz3LQHUlyPUG79IhGMhIqZXvRpSlWFCcwiQ_jDGCEIUNS_AtIEUcy9Sm4PfcWdGpwTci0wBuTtfIa9TMwnE1ETxTSXGGnVRbxZ5zYNEZGpVWxCF4zAZ6VDAunspEuvlW6JuezNQynDWthPjO8.NhnXZOYZlyOhvM5mJ7KT4k6wOqQsONtM7aBsf3pR0BQ&dib_tag=se&keywords=laptop&qid=1752470803&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-114,
B0DTK9DZB4,15-fd0467TU,HP,"HP 15, 13th Gen Intel Core i5-1334U Laptop(16GB DDR4, 512GB SSD), 15.6""/39.6cm,FHD,Win 11,Office 24,Microsoft 365*, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/Privacy Shutter, Backlit KB, fd0467tu",53990,3.3,33,14,200+,https://www.amazon.in/HP-i5-1334U-Microsoft-Graphics-fd0467tu/dp/B0DTK9DZB4/ref=sr_1_218?dib=eyJ2IjoiMSJ9.5HE16Eib_LuEMF74Y7__Gz4B_qNUcu3qGfROOgol2nl_p4oMHRj69GqFSsffBFvUdz69o5z42eZvDzhw-YJJOs_tfLMErg5dGYMdESerRMHQjbGRa30Ar0DeuiQAHTha8SAIE6S_vY174mMlJZRN-GfjCsAG_Bmu4_nsghNOZVoXGoqYEFoNS59eaDB3a3IJLpX2e6N8-rt7nimGDbokWZuo0rPmbJMwtPfSdxO2X9k.oL9sm91uTuhGja0rqUuMW1Zyr3z_46bejjG51UF2SdA&dib_tag=se&keywords=laptop&qid=1752474002&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-218,Size: 15 inch
B0DTKL6F17,14-ek1152TU,HP,"HP Pavilion x360, 13th Gen Intel Core i7-1355U (16GB DDR4, 512GB SSD) FHD, IPS, 14''/35.6cm, Touchscreen 2-in-1, Win 11, M365 Basic(1yr)* Office 24, Rose Gold, 1.5kg, ek1152TU, Backlit Laptop",84990,4.3,16,4,100+,https://www.amazon.in/HP-Pavilion-i7-1355U-Touchscreen-ek1152TU/dp/B0DTKL6F17/ref=sr_1_112?dib=eyJ2IjoiMSJ9.oysJ35c8BsLFHYV3pfeq9zojpthtbN-MJACv9ZXM33EQ4aLKI7SRRS1Gsk1SsfWIwXbefKJLi13SDYX_Y4fRgXCggHPz3LQHUlyPUG79IhGMhIqZXvRpSlWFCcwiQ_jDGCEIUNS_AtIEUcy9Sm4PfcWdGpwTci0wBuTtfIa9TMwnE1ETxTSXGGnVRbxZ5zYNEZGpVWxCF4zAZ6VDAunspEuvlW6JuezNQynDWthPjO8.NhnXZOYZlyOhvM5mJ7KT4k6wOqQsONtM7aBsf3pR0BQ&dib_tag=se&keywords=laptop&qid=1752470803&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-112,Colour: Silver
B0DTTS34NW,B61ZJPA,HP,"HP 15, 13th Gen Intel Core i7-1355U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, 15.6’’/39.6cm, Win11, M365 Basic(1yr)* Office 24, Silver, 1.59kg, fd0468tu, Iris Xe, FHD Camera w/Shutter, Backlit Laptop",62990,3.5,18,9,500+,https://www.amazon.in/HP-i7-1355U-Anti-Glare-fd0468tu-Shutter/dp/B0DTTS34NW/ref=sr_1_51?dib=eyJ2IjoiMSJ9.EqACQTI8YCAJ_akaMKyz37u2213R7tIxH69xFzQP3dabHcKz6pC628aaZV_jR7qcdd66bGwF5e5bsRlBWY9-0lhUtqETRjhdd6ie7P5AVHyI7_jht-az06G2zRGbvZXErORnEBWh0Lb3mwiqKYy-bktvqDPHyVKUoTHVndilpkJEbzsR-qLmS_zAI_qmYvpa0IYR2rcwkxFWqWkLDcjKwNoNh7WS8IctPH0iG3k-cA4.OxbLrnNVe_KmFdhDYNWQ6sC9bMOA76Y4TCOv_-SHYTc&dib_tag=se&keywords=laptop&qid=1752468752&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-51,
B0DTYZ2CG8,fa2700TX,HP,"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 3050,16GB DDR4 Upgrade (Upto 32GB) 512GB SSD, FHD,144Hz,300 nits,IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver,2.3kg, fa2700TX, Gaming Laptop",58990,3.8,225,82,,https://www.amazon.in/HP-i5-13420H-Upgrade-Office24-fa2700TX/dp/B0DTYZ2CG8/ref=sr_1_291?dib=eyJ2IjoiMSJ9.HO-BO5jjR6-JGq6dpMdXXMt6ah49TC4IjoepC51knrLeMLAVbs2VWx1AxlSPt8zNSl1CtBih5yRzjdDw7L9o7uyD7zTNEyaZ9kk4FH-7JdV-WjRVVDhWD1Hm3WR_djNUSstSAwDKGZwBuZzejuE5FkjkLWKyX8y8xxZXYbAEPE4_zpPxdYyUmWN77bR-2wIxD_9nwaoWu4h1CzdRwRaKNCeYbf8Db94MZOLRFWoBUmE.ggxNfjP1HXuoR_nQkhBQo2KS50pXNlJFCQLEZh9h45I&dib_tag=se&keywords=laptop&qid=1752475849&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-291,Style Name: 1 TB SSD
B0DV984J97,B69V0PT#ACJ,HP,HP 255 G10 ‎‎Laptop (AMD Athlon Silver 7120U/ 8GB RAM / 256GB SSD/Windows 11/15.6 INCH ASH Silver,22390,3.8,33,14,500+,https://www.amazon.in/HP-%E2%80%8E%E2%80%8ELaptop-Athlon-Silver-Windows/dp/B0DV984J97/ref=sr_1_20_mod_primary_new?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-20,Size: 256 GB
