ASIN,Model Number,Manufacturer Name,Product Title,Price,Overall Rating,Rating Count,Review Count,Bought L Month,Product Link,Product Description
B0DVGQPW13,7320U,Lenovo,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.63 Kg), 83CQ000XIN",25990,3.7,73,43,500+,https://www.amazon.in/Lenovo-39-62cm-Antiglare-Windows-83CQ000XIN/dp/B0DVGQPW13/ref=sr_1_24?dib=eyJ2IjoiMSJ9.Z9TFi56zTajnQl04YKEdmlbWn3ZPo-FgZeLv_WsPntrceSzg3bdYFqgdkiKEg5JcqGFHCcOtMgPoji9HlT2plQdW7EcWFDmi451x-bN4pE_Jx-hs0HGoVztaL0_bV5HrNC8vO5rfg9YNrEM3FDKleo2eQqaIu-plUgdAV1AsjgdxNvlGig4ZXpHPRX3Tp_irIi7MEOQntbL2rxFq5_3NfiDK_c0_Z6OJ1zVW-6ElADc.N7ywBX-IkA6sMJCua9RACs6vbCAtjicNKUWI5hpZndU&dib_tag=se&keywords=laptop&qid=1752468099&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-24,Colour: Arctic Grey
B0DVLPPPRN,fc0389AU,HP,"HP 15, AMD Ryzen 5 7530U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge,15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver,1.59kg, fc0389AU, AMD Radeon, FHD Camera w/Shutter, Backlit Laptop",42990,3.8,23,11,200+,https://www.amazon.in/HP-Anti-Glare-Micro-Edge-Office24-fc0389AU/dp/B0DVLPPPRN/ref=sr_1_31?dib=eyJ2IjoiMSJ9.Z9TFi56zTajnQl04YKEdmlbWn3ZPo-FgZeLv_WsPntrceSzg3bdYFqgdkiKEg5JcqGFHCcOtMgPoji9HlT2plQdW7EcWFDmi451x-bN4pE_Jx-hs0HGoVztaL0_bV5HrNC8vO5rfg9YNrEM3FDKleo2eQqaIu-plUgdAV1AsjgdxNvlGig4ZXpHPRX3Tp_irIi7MEOQntbL2rxFq5_3NfiDK_c0_Z6OJ1zVW-6ElADc.N7ywBX-IkA6sMJCua9RACs6vbCAtjicNKUWI5hpZndU&dib_tag=se&keywords=laptop&qid=1752468099&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-31,Size: 8GB
B0DZ6K1PHP,82YTA00TIN,Lenovo,"Lenovo V14 AMD Ryzen 3 7320U 14"" (35.5cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (8GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty, 82YTA0OTlN",28990,4.1,3,3,,https://www.amazon.in/Lenovo-Antiglare-Lifetime-Warranty-82YTA0OTlN/dp/B0DZ6K1PHP/ref=sr_1_54?dib=eyJ2IjoiMSJ9.JykSzEcWMAxQd-r54cVSPqXJvdluj0UsvPn0lH9rd3F-Ql9hy3ckKPEeXrPZCvNeZKEMmDrU-U8-wgSmhM58IEvS_J6ieMTm4R7vcSlIrsYNklhJ3N6LNHomNmp8BqZtSJTort53z9cbTjKNGe1IzQ77kW5jmG2Y7wso7nrk8SuzOjYUHLM-kEqY37_SkuSoK9BEg5k5BaVtfOzVeK_5vZH2JkvmFf3UPuPEXVtG7bY.0DD-H76h_eZ_aNS5kW4Iy9AoHNT7RgbfkoxnzU5_oZ8&dib_tag=se&keywords=laptop&qid=1752469299&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-54,
B0DZDC247V,MW0Y3HN/A,Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Starlight",89990,4.5,33,15,300+,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzkyNTM3MDIyMTgyMTkyOjE3NTI0NjczNzI6c3BfYXRmOjMwMDQ5OTQ1MzM0NzMzMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDC247V%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1752467372%26refinements%3Dp_123%253A110955%257C241862%257C308445%257C378555%257C391242%26rnid%3D91049095031%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&cr=DUB,Colour: Midnight|Size: 16GB Unified Memory|Style Name: 512GB
B0DZDDPXY5,MW1L3HN/A,Apple,"Apple 2025 MacBook Air (15-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 256GB) - Midnight",120990,4.7,25,12,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTg1ODU1NDAxNTI3OTMxOjE3NTI0NjkyOTk6c3BfYnRmOjMwMDQ5OTQ1MzM0OTAzMjo6MDo6&url=%2FApple-MacBook-15-inch-10-core-Unified%2Fdp%2FB0DZDDPXY5%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.JykSzEcWMAxQd-r54cVSPqXJvdluj0UsvPn0lH9rd3F-Ql9hy3ckKPEeXrPZCvNeZKEMmDrU-U8-wgSmhM58IEvS_J6ieMTm4R7vcSlIrsYNklhJ3N6LNHomNmp8BqZtSJTort53z9cbTjKNGe1IzQ77kW5jmG2Y7wso7nrk8SuzOjYUHLM-kEqY37_SkuSoK9BEg5k5BaVtfOzVeK_5vZH2JkvmFf3UPuPEXVtG7bY.0DD-H76h_eZ_aNS5kW4Iy9AoHNT7RgbfkoxnzU5_oZ8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1752469299%26refinements%3Dp_123%253A110955%257C241862%257C308445%257C378555%257C391242%26rnid%3D91049095031%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,Colour: Sky Blue|Size: 16GB Unified Memory|Style Name: 256GB
B0DZDDV7GC,MW123HN/A,Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Midnight",115990,4.8,29,14,,https://www.amazon.in/Apple-MacBook-13-inch-10-core-Unified/dp/B0DZDDV7GC/ref=sr_1_102?dib=eyJ2IjoiMSJ9.oysJ35c8BsLFHYV3pfeq9zojpthtbN-MJACv9ZXM33EQ4aLKI7SRRS1Gsk1SsfWIwXbefKJLi13SDYX_Y4fRgXCggHPz3LQHUlyPUG79IhGMhIqZXvRpSlWFCcwiQ_jDGCEIUNS_AtIEUcy9Sm4PfcWdGpwTci0wBuTtfIa9TMwnE1ETxTSXGGnVRbxZ5zYNEZGpVWxCF4zAZ6VDAunspEuvlW6JuezNQynDWthPjO8.NhnXZOYZlyOhvM5mJ7KT4k6wOqQsONtM7aBsf3pR0BQ&dib_tag=se&keywords=laptop&qid=1752470803&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-102,
B0DZJ262NX,7535HS,Lenovo,"Lenovo ThinkBook 16 AMD Ryzen 5 7535HS (16GB RAM/512GB SSD/Win 11 Home/Office 2024/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0BSIN",46990,3.7,4,4,300+,https://www.amazon.in/Lenovo-ThinkBook-7535HS-Fingerprint-21MWA0BSIN/dp/B0DZJ262NX/ref=sr_1_8?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-8,
B0F18LK3FB,15ABR8,Lenovo,"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XM00QDIN",36990,3.2,6,2,50+,https://www.amazon.in/Lenovo-IdeaPad-Integrated-Graphics-82XM00QDIN/dp/B0F18LK3FB/ref=sr_1_84?dib=eyJ2IjoiMSJ9.ak8nenW8QLGz0L_pYqLwHVhmBIJaJHV8mF8SM9gwlwsztmxR_MQONuI_4JIjNg0pYCbEjSoIJTywnnttS26nHbCVKRQzWFNomMHNo2DpY1NXr8qY9TmNyezLMpY7wK-kC2UyzKp8iLa7r02DIh_JvpuVImz0J9v3DMEZUJC1r9VGbshP8Gu58_LcnFBxs_iCv_pYBZnwKe2Ziahnvh-vJvs4ZbCmDfS2nad9b1d8Lh8.2eX_Z8ZK_HprbCvCK8mmmrev5n6l-E4v1D3isVgPL9A&dib_tag=se&keywords=laptop&qid=1752470369&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-84,Style Name: 16GB RAM/512GB SSD
B0F1DDQFWS,BH4K2PA#ACJ,HP,"HP OmniBook 5 (Previously Pavilion) 50 TOPS, AMD Ryzen AI 7 350 (16GB LPDDR5X, 512GB SSD) WUXGA, 2K,IPS, 16''/40.6cm, Touchscreen, Win11, Office24, Silver, 1.8kg, ag1048au, Next-Gen AI Copilot+ Laptop",79990,4.0,11,6,100+,https://www.amazon.in/HP-OmniBook-Previously-Pavilion-Touchscreen/dp/B0F1DDQFWS/ref=sr_1_130?dib=eyJ2IjoiMSJ9.A3d9HkEoCwqTthMN_C5sdGpZoJExqtqQo_83FfhbaSC4RdPYyxKF1O2Uf7y8CD9qw4GcvY7S-lsR3lHoTegGYLbHupgb3VWmtxcUMyx2I70D4czk7mSNxvx97q_8IlW45JT9LqC5ksSryUj3xfFhHhyd8ewEwqbGnCvrJ8NDkzE-O_j2nhjYtqnfTHAG0WsV-qGpo1rD6nBW0V-KOksjb_UcDGTdsP5Cnuqye7C7J6U.VC0SdowM1UlIyC5P9yydVHfELMvL9fbgJgl6_z4jaC4&dib_tag=se&keywords=laptop&qid=1752471256&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-130,Style Name: Touchscreen
B0F2162VGQ,15IRH10,Lenovo,"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN",61990,3.8,42,30,1K+,https://www.amazon.in/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-10,Style Name: i7-13620H
B0F29HNJL1,83CQA00WIN,Lenovo,"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty",33890,4.1,82,46,400+,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_18?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-18,Colour: Gray
B0F2TMZJ24,11IJL9,Lenovo,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA",13990,3.8,10,7,400+,https://www.amazon.in/Lenovo-SmartChoice-Chromebook-Speakers-82UY0014HA/dp/B0F2TMZJ24/ref=sr_1_40?dib=eyJ2IjoiMSJ9.EqACQTI8YCAJ_akaMKyz37u2213R7tIxH69xFzQP3dabHcKz6pC628aaZV_jR7qcdd66bGwF5e5bsRlBWY9-0lhUtqETRjhdd6ie7P5AVHyI7_jht-az06G2zRGbvZXErORnEBWh0Lb3mwiqKYy-bktvqDPHyVKUoTHVndilpkJEbzsR-qLmS_zAI_qmYvpa0IYR2rcwkxFWqWkLDcjKwNoNh7WS8IctPH0iG3k-cA4.OxbLrnNVe_KmFdhDYNWQ6sC9bMOA76Y4TCOv_-SHYTc&dib_tag=se&keywords=laptop&qid=1752468752&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-40,
B0F32ZBDNJ,Intel Core i7-1255U Upto 4.70Ghz,Lenovo,"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty",46990,4.0,60,42,500+,https://www.amazon.in/Lenovo-i7-1255U-4-70Ghz-Windows-Warranty/dp/B0F32ZBDNJ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-6,
B0F4R3GFMQ,fd0573TU,HP,"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter, Backlit Laptop",35990,3.7,147,61,1K+,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-13,Size: 12GB RAM with MS Office 2024
B0F4R5W1NC,fd0569TU,HP,"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU",34990,4.1,2012,338,100+,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0569TU/dp/B0F4R5W1NC/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Z9TFi56zTajnQl04YKEdmlbWn3ZPo-FgZeLv_WsPntrceSzg3bdYFqgdkiKEg5JcqGFHCcOtMgPoji9HlT2plQdW7EcWFDmi451x-bN4pE_Jx-hs0HGoVztaL0_bV5HrNC8vO5rfg9YNrEM3FDKleo2eQqaIu-plUgdAV1AsjgdxNvlGig4ZXpHPRX3Tp_irIi7MEOQntbL2rxFq5_3NfiDK_c0_Z6OJ1zVW-6ElADc.N7ywBX-IkA6sMJCua9RACs6vbCAtjicNKUWI5hpZndU&dib_tag=se&keywords=laptop&qid=1752468099&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-20,Colour: Natural Silver
B0F4R6H3NB,fd0577TU,HP,"HP 15, 13th Gen Intel Core i5-1335U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver,1.59kg, fd0577TU, Iris Xe, FHD Camera w/Shutter Laptop",51990,3.8,26,18,1K+,https://www.amazon.in/HP-i5-1335U-Anti-Glare-Micro-Edge-fd0577TU/dp/B0F4R6H3NB/ref=sr_1_15?dib=eyJ2IjoiMSJ9.OKpdahTSQpVP0UpNSa2FbaCRLjHrxZDiKhpsX_5VDtF9TB0I4A49ZE9ZRvLcPGX6PzCbCDTN7V3YpOEOwZTx0ICv2o3nwC_32XXRnKMScrIqSAk0qTCLjXqb257y-4it45AHq7CaPm03sXK5cFpPJYSgDvud-YvIumkxMar5TBnmS9nf2R6SNlhIqJiTNy1Om_ltitq4Pa_b1Lx-ba85dVGues3cScA2ksVTcb2eyVs.FI-UsmVsDPHFkv_euc8wlaEWPnzMPI-i86hTmqCJ7zU&dib_tag=se&keywords=laptop&qid=1752467372&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-15,Size: 512GB
B0F4XH5MVJ,V14 G3,Lenovo,"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty",41701,2.9,14,9,200+,https://www.amazon.in/Lenovo-V14-G3-i5-1235U-Ms-Office/dp/B0F4XH5MVJ/ref=sr_1_153?dib=eyJ2IjoiMSJ9.rktwdNeRNfGeZv66RZd18IZnUlsbX6oFtvP6qFnQYEMbnBtcSe9ci0rw111LXk75Algh2eKNKCrY2_K0pgd_krZWi6ZWddsWZAYNyB-RebCsrWtBbG6DIDcpB2ZU1NSuRzvD4VIFR6WhvYYVsVPvgYkbHr4_RT0wYYIjftF2qVNf3pmuKcueoV5Np6LOXWGf7s4JxdJWe33mFA3H8mRcjek9PeKcs_ARcBmXakcamSA.X4_ng4xUzssJT0Wd_L0NM7Pyy5KSLmjRKeMydbAXu4w&dib_tag=se&keywords=laptop&qid=1752472188&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-153,
B0F4XHB911,14AKP10,Lenovo,"Lenovo IdeaPad Slim 5 AMD Ryzen AI 7 350, Copilot+ AI PC(24GB RAM/1TB SSD/14(35.5cm) WUXGA OLED/AI Now/50TOPS/Win 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.4Kg), 83HX001NIN AI Laptop",86990,3.5,15,12,50+,https://www.amazon.in/Lenovo-IdeaPad-Copilot-Keyboard-83HX001NIN/dp/B0F4XHB911/ref=sr_1_132?dib=eyJ2IjoiMSJ9.b1slRx9f0ceghQdpKfWJH0OiM48tYQL7JN-itoiQMdQEOsdKIfj5IiJvQ5aLDeAn9Lg2ytcIh0cKmQ7QPAaSKn9exby_fQS55oUUhSPpX-rvWtC9vr0vETsm5NWhDJ7gnLtl7bO7k8SRbH4bju4nRydKUd-vqIuDbpnM5GvBAfYx3XCiqLn4Vx7YCoCJjZ7BAWkouy98-Oq06iTvlG1PCbbJVVWq9Y0dua6PJzl71CE.Uk1efKJ2e7ZFPgLD4jaGdb7JGo_YHLP5Fb_OTwtQ0Pc&dib_tag=se&keywords=laptop&qid=1752471753&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-132,
B0F59Z9VL3,240 G10,HP,"hp 14, 13th Gen Intel Core i7-1355U Turbo Boost, 32GB DDR4, 1TB SSD, (Win 11 Pro, Office 21, Silver, 1.36kg), Anti-Glare, 14-inch(35.56cm) FHD Laptop, Iris Xe Graphics, Backlit Keyboard 240 G10",87900,4.1,11,10,,https://www.amazon.in/i7-1355U-Anti-Glare-Graphics-240-G10/dp/B0F59Z9VL3/ref=sr_1_272?dib=eyJ2IjoiMSJ9.2igtx3cqcd5gUc-NfZX3Hx6hayfw3MfoC3Tj8OFGCcx7S7iFAcpTC6_BTIVDT7-qulQkahmW_rbOslxm-mJppLTxReEuC6maQv7XxAPJ6MWcczJ7BGveS8hPzD1Axd0J7IIAaFufNi0B8IJs0fXoUs1Z2bCpVy1tcm2_WjzNBZfs1gMQ0nOOt5L8wRmaJNd8to9zdxA3AwVe7b49e_GA6E6ah2OYvYgLtCWvrIHddTY.pmG9sh2m4cjaeUAhJCK1On0znber514KeyZ0lOwbFgE&dib_tag=se&keywords=laptop&qid=1752475341&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-272,
B0F5B1N9SJ,fd1255TU,HP,"HP 15, Intel Ultra 5 125H, 12 TOPS (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.65kg, fd1255TU, Intel Arc Graphics, FHD Camera w/shutter, AI powered Laptop",62990,3.0,21,17,500+,https://www.amazon.in/HP-Office24-fd1255TU-Graphics-shutter/dp/B0F5B1N9SJ/ref=sr_1_255?dib=eyJ2IjoiMSJ9.D1u0-rFXOwvNuLGJls1Vm9F_0hUsJLdubBaLlIeyAk8dvfS7h5xhL6YscPnnHM3LsS__6KmRWWFEoQ4MrJlVCAoOog98qLB1u8UOJ8DJ1NOCPRXjzP1PppWqy_90NErMOfQPbwQ3wjpzPxsfqj1ukIiBAR4GawPct0ymM9KTe6e3eQmRH8RmvG67_YeI7k0jKx1e5H-FYHz107PqWub0QTJ5u5J7ENH2zWH2vWtZGPQ.rchqLc7NiyHEleeeO7o4OffcL3kow7M7bBrYkTq2WTc&dib_tag=se&keywords=laptop&qid=1752474923&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-255,Size: 512 SSD
B0F5HM9J6S,core i3,Lenovo,"Lenovo V14 G4 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",35202,3.5,12,9,100+,https://www.amazon.in/Lenovo-Intel-Core-13th-1315U/dp/B0F5HM9J6S/ref=sr_1_49?dib=eyJ2IjoiMSJ9.EqACQTI8YCAJ_akaMKyz37u2213R7tIxH69xFzQP3dabHcKz6pC628aaZV_jR7qcdd66bGwF5e5bsRlBWY9-0lhUtqETRjhdd6ie7P5AVHyI7_jht-az06G2zRGbvZXErORnEBWh0Lb3mwiqKYy-bktvqDPHyVKUoTHVndilpkJEbzsR-qLmS_zAI_qmYvpa0IYR2rcwkxFWqWkLDcjKwNoNh7WS8IctPH0iG3k-cA4.OxbLrnNVe_KmFdhDYNWQ6sC9bMOA76Y4TCOv_-SHYTc&dib_tag=se&keywords=laptop&qid=1752468752&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-49,
B0F6DCF3VS,Latitude 14,Dell,"DELL 14 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Grey/1.5 kg/MS Office 2021",30990,2.0,2,2,50+,https://www.amazon.in/DELL-14-Intel-Core-1215U/dp/B0F6DCF3VS/ref=sr_1_42?dib=eyJ2IjoiMSJ9.EqACQTI8YCAJ_akaMKyz37u2213R7tIxH69xFzQP3dabHcKz6pC628aaZV_jR7qcdd66bGwF5e5bsRlBWY9-0lhUtqETRjhdd6ie7P5AVHyI7_jht-az06G2zRGbvZXErORnEBWh0Lb3mwiqKYy-bktvqDPHyVKUoTHVndilpkJEbzsR-qLmS_zAI_qmYvpa0IYR2rcwkxFWqWkLDcjKwNoNh7WS8IctPH0iG3k-cA4.OxbLrnNVe_KmFdhDYNWQ6sC9bMOA76Y4TCOv_-SHYTc&dib_tag=se&keywords=laptop&qid=1752468752&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-42,
B0F6LMKF3T,Lenovo 15,Lenovo,"Lenovo 15 (2025), Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.6 kg/MS Office 2021",46999,4.0,2,2,,https://www.amazon.in/Lenovo-15-Intel-Core-1235U/dp/B0F6LMKF3T/ref=sr_1_228?dib=eyJ2IjoiMSJ9.ZzviYE7WbLKtRuLfnuIWEzoDqwoBUd0cxaN0-83nny_rfzCdhGxBCffwyM3V0rWolj9fEoue5nVbDA0uh164DRHhLC39a9YAc9MrAh46I_ngOQLHm5clJrZQ4DK3xUdvAiKp1SEtc0nykCHQ43R_nACVusNLu-s7Zb4a8YoHT1ZalTwR6eOypNhDDahdKzIG5c1jl1flbsLDN_SECn--3jA5C__yPq5-9PhSVlu8rc4.7tRZLEXsd_VMgXHce3dsME4Rt3GuZ24cGiXmli26Pxc&dib_tag=se&keywords=laptop&qid=1752474505&refinements=p_123%3A110955%7C241862%7C308445%7C378555%7C391242&rnid=91049095031&sr=8-228,
